Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
238,journalArticle,2020.0,"De Las Heras-Pedrosa, Carlos; Rando-Cueto, Dolores; Jambrino-Maldonado, Carmen; Paniagua-Rojano, Francisco Javier; Feng, Guangchao Charles",Analysis and study of hospital communication via social media from the patient perspective.,Cogent Social Sciences,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=148040761&site=ehost-live,"Currently, the online interaction between citizens and hospitals is poor, as users believe that there are shortcomings that could be improved. This study analyzes patients' opinions of the online communication strategies of hospitals in Spain. Therefore, a mixed-method is proposed. Firstly, a qualitative analysis through a focus-group was carried out, so around twenty representatives of national, regional and local patients' associations were brought together. Secondly, the research is supplemented with a content assessment of the Twitter activity of the most influential hospitals in Spain. The results reveal that the general public appreciate hospitals' communication potential through social media, although they are generally unaware of how it works. The group says that, apart from the lack of interaction, they find it hard to understand certain messages, and some publications give a biased picture. In order to improve communication, patients and relatives are demanding that their perspective be taken into consideration in the messages issued to enhance the quality of life and well-being of society. [ABSTRACT FROM AUTHOR]",social networks; health care communication; hospitals,SocIndex,,,,,,,,
239,journalArticle,2019.0,"Leott, Yolanda M.; Hodgson, Philip",#Screening out: Criminal justice students' awareness of social media usage in policing.,Cogent Social Sciences,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141193767&site=ehost-live,"The ""rise of police indiscretion"" on social media has sparked demands to closely monitor officers' online activity and more effectively screen job applicants. The extent to which criminal justice majors are aware that personal profile content on networking sites (e.g. Facebook and Twitter) factor into recruitment, background checks, and personnel monitoring practices is absent in the literature. Results from a survey of undergraduate students enrolled at a private North-east university indicate their perceptions of police usage of social media to generally align with the manner in which these officials leverage this technology. Few respondents rated their own comments, pictures and videos as inappropriate but were critical of material posted by other site users. And, though comfortable with a range of potential audiences viewing their content, students were unequivocal in their expectation of privacy even as they varied in confidence that their posts would be shielded from employer searches. [ABSTRACT FROM AUTHOR]",social media; policing; criminal justice; online reputation; recruit selection; undergraduate students,SocIndex,,,,,,,,
240,journalArticle,2016.0,"Hefner, Veronica; Dorros, Sam M.; Jourdain, Nicole; Liu, Christine; Tortomasi, Arianna; Greene, Maria Paulina; Brandom, Chelsea; Ellet, Mary; Bowles, Natalie; Alvares, Claudia",Mobile exercising and tweeting the pounds away: The use of digital applications and microblogging and their association with disordered eating and compulsive exercise.,Cogent Social Sciences,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=120932381&site=ehost-live,"In recent years, content featuring fitspiration messages on blogs and microblogs has increased. In addition, the use of mobile phone applications to monitor diet and exercise has also seen greater adoption. This study examined the association between consumption of various types of social media and reports of disordered eating and compulsive exercising. The sample consisted of 262 participants who completed an online questionnaire that included questions related to exercise and eating habits, as well as the frequency of use of traditional blogs, microblogs, and mobile phone applications featuring nutritional and exercise-related content. Results showed that the use of mobile phone applications and microblogs were significantly and positively associated with reports of disordered eating. Further, the use of mobile phone applications was also significantly and positively associated with compulsive exercise behaviors. However, the use of traditional blogs was not significantly associated with unhealthy eating or compulsive exercise. Findings and implications for future research are discussed. [ABSTRACT FROM AUTHOR]",Microblogs; social media; digital media; Food habits; Mobile apps; social cognitive theory; Social cognitive theory; compulsive exercise; eating disorders; Exercise addiction; fitspiration; mobile technology,SocIndex,,,,,,,,
241,journalArticle,2022.0,Tao Huang,A QUADRUPLE DOCTRINAL FRAMEWORK OF FREE SPEECH.,Columbia Human Rights Law Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=156016408&site=ehost-live,"Existing theories and doctrines of free speech have focused on why the freedom to express is indispensable for realizing the values that we treasure, such as truth or democracy. However, how expression facilitates those values is underexplored. This Article proposes a doctrinal framework of free speech consisting of four parts: right of control over one's information, right to know, right of access to platforms, and behavioral rules of public discussion. These are the constitutive parts that are necessary for the exercise of free speech to be meaningful and effective. After elaborating on these elements, this Article tests the framework by analyzing four cases: the European Union's Right to Be Forgotten, the information disclosure laws of China, the blocking of Trump's Twitter account, and the Indian hate speech incident. Those four cases offer a more comprehensive scenario as to how the quadruple framework operates in real contexts. [ABSTRACT FROM AUTHOR]",European Union; Democracy; Hate speech; Right to be forgotten; Freedom of expression; Disclosure laws; Freedom of information; Freedom of speech,SocIndex,,,,,,,,
242,journalArticle,2022.0,"Huang, Tao",A QUADRUPLE DOCTRINAL FRAMEWORK OF FREE SPEECH.,Columbia Human Rights Law Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155915537&site=ehost-live,"Existing theories and doctrines of free speech have focused on why the freedom to express is indispensable for realizing the values that we treasure, such as truth or democracy. However, how expression facilitates those values is underexplored. This Article proposes a doctrinal framework of free speech consisting of four parts: right of control over one’s information, right to know, right of access to platforms, and behavioral rules of public discussion. These are the constitutive parts that are necessary for the exercise of free speech to be meaningful and effective. After elaborating on these elements, this Article tests the framework by analyzing four cases: the European Union’s Right to Be Forgotten, the information disclosure laws of China, the blocking of Trump’s Twitter account, and the Indian hate speech incident. Those four cases offer a more comprehensive scenario as to how the quadruple framework operates in real contexts. [ABSTRACT FROM AUTHOR]",Democracy; Hate speech; Right to be forgotten; Freedom of expression; Disclosure laws; Freedom of speech,SocIndex,,,,,,,,
243,journalArticle,2020.0,"Altman-Lupu, Michael J.",UGANDA'S TAX ON SOCIAL MEDIA: FINANCIAL BURDENS AS A MEANS OF SUPPRESSING DISSENT.,Columbia Human Rights Law Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=145312114&site=ehost-live,"In response to political upheaval, African states have restricted access to social media platforms. In what appears to be the start of a regional trend, several East African nations have imposed taxes and fees on social media. Uganda has levied the world's first tax on social media users, imposing in 2018 a daily tax on the use of fiftyeight websites and applications, including Facebook, Twitter, Instagram, WhatsApp, and Skype. To access these platforms, one must pay a daily fee of 200 Ugandan Shillings ($.054 USD). This Note will use the Ugandan social media tax as a case study through which to examine the legality, under international law, of financial burdens designed to suppress political dissent. While the analysis will focus solely on Uganda's law, much of it will apply beyond Uganda's borders to countries pursuing similar legislation. Part I provides important background with respect to the Ugandan scheme. Part II explores freedom of expression over the Internet under international law and determines what types of restrictions on expression are legally permissible. Part III analyzes whether a tax that affects speech would be considered a restriction of expression. Finally, Part IV examines the social media tax through the lens of Article 19 of the International Covenant on Civil and Political Rights (ICCPR) and analyzes the consequences of a determination that the social media tax violates international norms, both within Uganda and more broadly across East Africa. [ABSTRACT FROM AUTHOR]",Social media; Political opposition; Freedom of expression; International law; Taxation; Uganda,SocIndex,,,,,,,,
244,journalArticle,2019.0,"Harris, Lindsay M.",WITHHOLDING PROTECTION.,Columbia Human Rights Law Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=136834691&site=ehost-live,"In June 2018, President Trump wrote a pair of tweets en route to his golf course, calling for ""no Judges or Court Cases"" at our border and swift deportation of immigrants, essentially without due process. While immigrant advocates were quick to explain the myriad constitutional problems with this proposal, elements of Trump's dream are already a reality. This Article reveals how a single Customs and Border Protection officer can short-circuit the checks and balances prescribed by U.S. and international law to protect refugees from being returned to harm, and cast a long shadow over a future, meritorious asylum claim. In light of the growing attention to the plight of those fleeing persecution and seeking asylum at our borders, this Article examines shortcomings in both law and practice, illuminating the long-lasting ramifications of erroneously issued expedited removal orders for asylum seekers and their families. Congress designed the expedited removal system to expedite deportations and circumvent due process before an immigration judge. Certain humanitarian protections are built into the system to ensure that the United States meets its international and domestic legal obligations not to return refugees to a place where they would face persecution or torture. In practice, these humanitarian protections are too often improperly implemented and front-line border enforcement officials, whether manifesting bias against asylum seekers or lacking proper training and expertise, routinely ignore U.S. law and the Department of Homeland Security's own regulations. This results in the wrongful deportation of asylum seekers and, as revealed in the Article, in permanent negative ramifications for those lucky enough to make it back over the border to in an attempt to re-apply for asylum. The Article examines the disastrous interplay between two of the ""speed deportation"" processes of expedited removal and reinstatement of removal, the lack of sufficient safeguards that leave refugee screening at our borders in the shadows, and the absence of judicial review. The Article seeks not only to expose and analyze this problem, but also to improve the situation by considering a suite of pragmatic, actionable solutions to close the gap between the humanitarian protections prescribed by law and the reality faced by asylum seekers at the U.S. border. As an immediate first step to implement the humanitarian protections enshrined in law, the Article explores the merits and risks of using readily available technology: the use of Body-Worn Cameras by Customs and Border Protection officers conducting screenings of potential refugees at the border to fill the protection gap. [ABSTRACT FROM AUTHOR]","United States; Border security; Trump, Donald, 1946-; Deportation; Deportation policy; Legal status of political refugees",SocIndex,,,,,,,,
245,journalArticle,2018.0,"BRIGGS, SAMANTHA",The Freedom of Tweets: The Intersection of Government Use of Social Media and Public Forum Doctrine.,Columbia Journal of Law & Social Problems,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=132765003&site=ehost-live,"In recent years, American presidents and other government actors have moved much of their communications with the general public online, through their use of social media. President Donald Trump is particularly known for his use of Twitter and his extensive communications via his account, @realDonaldTrump. Such government social media usage has historically gone unchecked by the courts, but that changed when the Knight Institute brought suit against President Trump for violating the First Amendment rights of users blocked by @realDonaldTrump. This litigation is an illuminating example of why First Amendment analysis must extend to government social media pages, and yet raises new challenges. There are logical reasons why government actors may want to exert certain controls over their social media pages, though these controls will potentially run against the First Amendment. As such, this Note not only argues why First Amendment analysis must extend to government use of social media, but also proposes methods for how government actors might structure their online presences to avoid First Amendment rebuke. [ABSTRACT FROM AUTHOR]","Microblogs; Social media & politics; Blogs & politics; Trump, Donald, 1946-; United States. Constitution. 1st Amendment",SocIndex,,,,,,,,
246,journalArticle,,"Trusolino, Madison",“I wanna kill my rapist”: Margaret Cho’s #12DaysofRage campaign as promotional digital activism,Communication and the Public,10.1177/20570473221111200,https://doi-org.ezproxy.lib.utexas.edu/10.1177/20570473221111200,"On November 1, 2015, comedian Margaret Cho announced a two-part campaign inspired by her history as a sexual-abuse survivor, to promote her new music video “I Wanna Kill My Rapist”. This included the creation of the hashtag #12DaysofRage. In this article, I explore how Cho used her status as a celebrity to circulate #12DaysofRage which acted as a discursive intervention in rape culture. I used content analysis and thematic analysis to identify themes in the archive of 2401 tweets I collected. I also performed a feminist discourse analysis on both the tweets and news coverage of the campaign to situate the hashtag within its historical, social, and political context. I argue that Cho performed what I call “promotional activism”, a subsection of celebrity activism where a celebrity promotes a cause as part of the promotion of a particular project or product. Cho’s choice to centre herself in the campaign made it impossible to separate Cho from the hashtag, preventing #12DaysofRage from greater viral potential, but still acting as a resonant, but ephemeral, gathering point for survivor-focused advocacy.",,SAGE,,,,,,,,
247,journalArticle,,"Clark, Meredith D.",DRAG THEM: A brief etymology of so-called “cancel culture”,Communication and the Public,10.1177/2057047320961562,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047320961562,"The term “cancel culture” has significant implications for defining discourses of digital and social media activism. In this essay, I briefly interrogate the evolution of digital accountability praxis as performed by Black Twitter, a meta-network of culturally linked communities online. I trace the practice of the social media callout from its roots in Black vernacular tradition to its misappropriation in the digital age by social elites, arguing that the application of useful anger by minoritized people and groups has been effectively harnessed in social media spaces as a strategy for networked framing of extant social problems. This strategy is challenged, however, by the dominant culture’s ability to narrativize the process of being “canceled” as a moral panic with the potential to upset the concept of a limited public sphere.",,SAGE,,,,,,,,
248,journalArticle,,"Shao, Lingwei; Zhang, Hong",Global voice and social television: Exploring microblogging responses to “The Voice” shows in China and Germany,Communication and the Public,10.1177/2057047316649962,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316649962,"This study examines the audiences’ discussions on the local adaptations of The Voice of China and The Voice of Germany through a content analysis of 128 microblogging posts. Specifically, this research explores the content, language and tone of the sampled posts on Sina Weibo and Twitter, respectively. The study found that while German audiences take notice of various topics relating to the show, Chinese audiences mainly focus on talents. The Chinese audiences have also paid attention to the talents’ age in accordance with their respect to the elderly in the society. Compared to the German audiences, the Chinese audiences post in their mother tongue exclusively and they are more critical. The findings suggest marked differences of the audiences’ responses to the shows on microblogging websites in different national contexts, but also partly challenge the traditional cultural values proposed by Hall and Hofstede based on researches of offline behaviors.",,SAGE,,,,,,,,
249,journalArticle,,"Levental, Orr; Galily, Yair; Yarchi, Moran; Tamir, Ilan","Imagined communities, the online sphere, and sport: The Internet and Hapoel Tel Aviv Football Club fans as a case study",Communication and the Public,10.1177/2057047316668364,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316668364,"The Internet, particularly social media, has enhanced civic movements’ ability to communicate and organize their activities. This study addresses this issue in the realm of sports and examines fans’ online interaction while analyzing different platforms Hapoel Tel Aviv FC fans use (websites, forums, Twitter, and Facebook), especially during their 2011–2012 protest against the team’s owner. Findings indicate that technology enables fans to create and distribute information and organize beyond just official team activities and platforms. These trends are more salient in times of a protest.",,SAGE,,,,,,,,
250,journalArticle,,"Demir, Fatih; Bastug, Mehmet F.; Douai, Aziz",Keeping it peaceful: Twitter and the Gezi Park movement,Communication and the Public,10.1177/2057047320959852,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047320959852,"Over the last decade, social media platforms have become the leading communication tools for activists and protesters all over the world. Understanding protesters’ motivations and reasons for using social media is a challenging issue for researchers. In this article, we analyzed the use of Twitter during the anti-governmental protests in Istanbul that was launched in May 2013. We examined 13,794 tweets posted to the #direngeziparki hashtag over a 6-day period. Based on the results of a qualitative content coding of the tweets, we found that the Twitter platform was widely used to mobilize protesters, share information about the events, and express opinions about the policing of the protests. We argue that social media can help keep protests peaceful by preventing vandalism, informing the protesters about extremist or violent groups participating in the protests, and can help them to avoid engaging in violent acts against police forces.",,SAGE,,,,,,,,
251,journalArticle,,"Hopke, Jill E.; Gabay, Itay; Kim, Sojung C.; Rojas, Hernando",Mobile phones and political participation in Colombia: Mobile Twitter versus mobile Facebook,Communication and the Public,10.1177/2057047316642607,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316642607,"In this article, we test the relationships between Twitter and Facebook use on mobile phones and political conversation with offline and online political participation, as well as online expressive communication. Our findings show that using Twitter on mobile phones is associated with a higher likelihood for both online and offline political participation, as well as online expressive communication. Using Facebook is associated with a higher likelihood for online expressive communication only. The key contribution of this article is to show empirical differences between the relationships of social media and social networking on mobile devices with political participation and online expressive communication. Public social media apps, such as Twitter, bring mobile communication back into the public realm of a (albeit diffused) broadcast-like channel. Mobile Twitter adds to the affordances of mobility, networked connectivity, and the publicness of social media.",,SAGE,,,,,,,,
425,journalArticle,2017.0,"Byrd, W. Carson; Gilbert, Keon L.; Richardson, Joseph B.",The vitality of social media for establishing a research agenda on black lives and the movement.,Ethnic & Racial Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=123952407&site=ehost-live,"Social media provides scholars with important portals into the lives of marginalized communities and the movements organized to combat issues of race and racism in society. However, how to incorporate the seemingly unwieldy amount of social media data for research in our fields can pose challenges to further clarify how people navigate our social world and the issues with in it, but also how they organize to push for social change and equality. In what follows, the authors discuss how social media data can be used to enhance our studies of black lives in reflection of the burgeoning Black Lives Matter movement on issues such as gun violence, public health, and higher education. [ABSTRACT FROM AUTHOR]",Social media; Twitter; Equality; social media; Social movements; education; public health; Black Lives Matter; Communities; criminal justice; Poor people,SocIndex,,,,,,,,
