,Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Altered Title
10,899,journalArticle,2011,"Hiles, Timothy; Staples, Cary",An Integrated Information System for the Disabled.,"International Journal of Diversity in Organisations, Communities & Nations",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=65534415&site=ehost-live,"Most of us would agree with Francis Bacon's oft-repeated sentiment: ""knowledge is power."" But to the physically disabled, knowledge is more appropriately identified with empowerment. That is a fine distinction but one that has profound implications. The former implies control over others; the latter conveys control over ones own life. Ramps, curb cuts, accessible entrances and bathrooms, public transportation, Braille signs, and crosswalks for the hearing impaired are all significant strides toward inclusion mandated by those in power. They make mobility possible for those with diverse physical disabilities. They do not necessarily empower; for that to occur a person must have knowledge of the enabling adaptation. Will there be curb cuts along my path? Will the building's entrance be accessible? Which bathrooms are accessible? Will the elevator be in service? Questions like these are addressed daily by those with disabilities who endeavor to go about their day unencumbered with the matter-of-fact attitude of the physically abled. At the University of Tennessee we are proposing a suite of integrated information systems that would provide a variety of archival resources as well as real-time information for the disabled in need of navigation assistance. This system would leverage existing technology, such as Google maps, GPS navigation, Twitter and other internet resources to develop site-specific, real-time resources that address a variety of mobility issues. [ABSTRACT FROM AUTHOR]",Technology; Global Positioning System; Information technology; Self-efficacy; Social integration; Theory of knowledge; Accessibility; Accessible design; Disability; Inclusion; Mobility; Mobility of people with disabilities,SocIndex,N/A,,,,,,,,An Integrated Information System for the Disabled.
11,304,journalArticle,2011,"Jurgenson, Nathan",The Will to Document.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85659257&site=ehost-live,"This essay is about how the proliferation of new digital documentation technologies changes our experience of reality. We are documenting the world in new ways: the ubiquity of cameras, always in our pockets and ready to upload; status updates on Facebook and Twitter; geographic check-ins that document digitally our physical location; and much more. I tackle this issue by taking on four tasks. (1) I conceptualize what a digital document is and outline contemporary examples. I argue that the digital document is an atomization of life into the consumable. (2) I ask why we document and conclude that we do so in order to exist. (3) I look into how we use documentation technologies and argue that self-documentation is like a fan dance: a game of reveal and conceal. The document is always part fact and part fiction. (4) Finally, I use these insights to build an argument about how experience is changed when filtered through our constant awareness of its potential documentation. I argue that to some degree the document is not simply the reflection of experience, but instead, experience is being driven and changed by its potential documentation. [ABSTRACT FROM AUTHOR]",Microblogs; Digital technology; Facebook (Web resource); Documentation,SocIndex,831,,,,,,,,The Will to Document.
12,302,journalArticle,2011,"Light, Ryan","From Words to Networks: Digital Text, Computational Social Science, and the Case of Presidential Inaugural Speeches.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85659663&site=ehost-live,"Digital text has revolutionized how we consume and produce information and also provides seemingly limitless sources of new data from twitter feeds to digital libraries. While this wealth of new data offers exciting horizons for sociological research, new methods of analysis are required. How can sociologists systematically incorporate digital text into the sociological tool-kit? In this paper I begin by describing how sociologists have handled text data prior to the digitization of text. Next, I describe recent advancements in computational linguistics and the new computational social science. Derived from these techniques, I offer a simple network-based model for analyzing the similarities between texts and locating the emergent themes contained within text-based corpora. I illustrate these techniques in an analysis of United States' presidential inaugural speeches. The digitization of texts represents a possible sea change in how we tell socio-cultural and historical stories. I argue that the greatest potential for these techniques rests at the nexus of new computational methods and more traditional forms of text analysis. [ABSTRACT FROM AUTHOR]",United States; Sociologists; Digital libraries; Inaugural addresses of American presidents; Inaugural addresses of presidents; Occasional speeches,SocIndex,39,,,,,,,,"From Words to Networks: Digital Text, Computational Social Science, and the Case of Presidential Inaugural Speeches."
13,1028,journalArticle,2011,"MacKinnon, Rebecca","CHINA'S ""NETWORKED AUTHORITARIANISM"".",Journal of Democracy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=60759820&site=ehost-live,The article examines the relationship between the growth of the Internet and authoritarianism in China. The nation blocks websites such as the microblogging service Twitter and allegedly censors Chinese citizens who use the Internet. The author urges that there are difficult issues of corporate responsibility and government policy pertaining to the potential for the Internet and mobile technologies to support liberation and civilian empowerment. It is attested that these elements of technology will not lead to the rapid democratization of China. The potential for online activism to thwart authoritarianism is discussed.,China; Internet & politics; Democratization; Internet & society; Authoritarianism; Liberty; Mobile computing,SocIndex,638,,,,,,,,"CHINA'S ""NETWORKED AUTHORITARIANISM""."
14,1237,journalArticle,2011,"Murthy, Dhiraj",Twitter: Microphone for the masses?,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=62030748&site=ehost-live,"The author discusses the link between the social media website Twitter and journalism and the role of Twitter in citizen journalism. Arguments and counter-arguments reveal contradictory views on the true value of the social media site to its users. The author says that despite its large user base and accessible interface, majority of Americans and Europeans have yet to become proficient in the medium. According to the author, professional news media should become more open to using tweets for gathering breaking news.",Social media; Online social networks; Journalism; Press; Citizen journalism,SocIndex,439,,,,,,,,Twitter: Microphone for the masses?
15,2044,journalArticle,2011,"Schoneboom, A",Workblogging in a Facebook age,"Work, Employment & Society",10.1177/0950017010389247,,"In keeping with this journal's recent attempt to revive worker narratives as a means of understanding social questions, this research note reflects on the significance of workblogging as a window on the labour process. The article reflects on the impact of emerging social networking tools such as Facebook, as well as factors such as increased surveillance and blog searchability, on how and where workplace stories are told. It assesses some of the problems of conducting research in a rapidly changing blogosphere and argues that researchers must sustain trusting relationships with bloggers, as well as staying abreast of emerging social networking practices, in order not to lose sight of these important recalcitrant voices.",Twitter; internet; Facebook; social networking; blog; misbehaviour; workblog,WOS,N/A,,,,,,,,Workblogging in a Facebook age
16,1027,journalArticle,2011,"Schraeder, Peter J.; Redissi, Hamadi",BEN ALI'S FALL.,Journal of Democracy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=67153117&site=ehost-live,"The article reports on the fall of Tunisian dictator President Zine al-Abidine Ben Ali, after the 28-day of protests conducted by young Tunisians in opposition of his government in the country. It mentions that the protesters used social media such as Facebook and Twitter in airing their negative criticisms and sentiments against the nation's leader. It asserts that Ben Ali was forced to board a plane which was bound for exile in Saudi Arabia. It affirms that declining socioeconomic conditions and rising authoritarian impulse are among the factors that caused his downfall.",Public demonstrations; Political violence; Social problems; Regime change; Political stability; Dictatorship; Resistance to government; Tunisia,SocIndex,170,,,,,,,,BEN ALI'S FALL.
17,301,journalArticle,2011,"Slaughter, Christine","""And Then He Came Down"": #MooreandMe and the Limits and Possibilities of Digital Protest.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85658522&site=ehost-live,"On December 14, 2010, feminist blogger Sady Doyle started a Twitter campaign to protest the public misrepresentation by documentarian Michael Moore of rape allegations against Wikileaks founder Julian Assange. The protest attracted hundreds of participants who produced thousands of tweets directed at Moore's Twitter account, grouped under the label #MooreandMe. The protest, guided by Doyle's updates at her blog, garnered widespread media publicity and support from other social justice and feminist activists, raised thousands of dollars for rape survivor nonprofits, and prompted Moore to publicly state on Rachel Maddow's MSNBC news program on December 21 that all rape allegations should be taken seriously, no matter the timing or the person under scrutiny. In this paper I explain why this digital protest was successful and suggest that this campaign exemplifies the unique visibility of the negotiation of goals, tactics, and measures of success in digital protests, as well as highlights aspects of social protest that have previously gone underemphasized. The detailed public record, down to the most minor of interactions, of how the #MooreandMe protest was carried out is a boon to social movements scholars, but also compels them to reexamine their assumptions about the nature and efficacy of protest in a digital age. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Sex crimes; Assange, Julian, 1971-; Crimes against women; Moore, Michael, 1954-",SocIndex,23,,,,,,,,"""And Then He Came Down"": #MooreandMe and the Limits and Possibilities of Digital Protest."
18,1629,journalArticle,2011,"SYNOTT, JOHN",The Anti-Twitter.,Social Alternatives,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=65226784&site=ehost-live,"The poem ""The Anti-Twitter"" by John Synott is presented. First line: This is my anti-twitter; Last line: I shall toss into the sea as I drown.","Anti-Twitter, The (Poem); Synott, John",SocIndex,N/A,,,,,,,,The Anti-Twitter.
19,891,journalArticle,2012,"Franklin, M. I.",KEY THINKERS PAST AND PRESENT : SERIES EDITOR'S NOTE.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=71754821&site=ehost-live,"An introduction is presented in which the editor discusses various published within on topics including the next generation of Internet-based technologies, cybernetics, phenomenology, feminism and critical pedagogy and Twitter revolution.",Internet; Cybernetics,SocIndex,N/A,,,,,,,,KEY THINKERS PAST AND PRESENT : SERIES EDITOR'S NOTE.
20,1287,journalArticle,2012,"Giglietto, Fabio; Rossi, Luca",Ethics and interdisciplinarity in computational social science.,Methodological Innovations Online,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90475812&site=ehost-live,"This article discusses the growing use of social network sites such as Facebook and Twitter and consumer services like Amazon or weblogs by Internet users to share news, media content and information. The author reveals that such sites and services have produced over the years a growing amount of content which has become publicly available online. The research opportunities opened up by this socio-technological innovation as well as challenges it posed for social scientists are also discussed.",Social media; Online social networks; Technological innovations; Internet users; privacy; Research ethics; computational social sciences; Customer services; research ethics,SocIndex,29,,,,,,,,Ethics and interdisciplinarity in computational social science.
21,1915,journalArticle,2012,"Graham, R",The Digital Practices of Mobile Phones,SOCIOLOGY COMPASS,10.1111/j.1751-9020.2012.00500.x,,"From a global perspective, the mobile phone is by far the most widely used information and communication technology (ICT). People in both developed and developing nations have found ways to integrate the mobile phone into their daily lives. Despite the ubiquity of the mobile phone, the cultural impact of the mobile phone in and of itself has not been a major topic within the sociology of culture. To this end, there are two goals of this paper. First, three common uses of the mobile phone are presented. To separate cultural practices associated with mobile phones from practices associated with other domains of social life, the term digital practices is used. Second, this paper will discuss the domestication of technology approach, and its applicability to the study of mobile phones. Identifying practices and providing a framework for interpreting these practices can help scholars interested in theorizing and teaching the cultural (as opposed to economic or technological) aspects of mobile telephony.",CONSUMPTION; TEXT; TWITTER; PROSUMPTION,WOS,8,,,,,,,,The Digital Practices of Mobile Phones
22,1463,journalArticle,2012,"Grusin, Elinor Kelly; Utt, Sandra H.",Editors' Comments.,Newspaper Research Journal,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84111119&site=ehost-live,"An introduction to the journal is presented in which the editor discusses various reports published within the issue including one on how news content on metropolitan newspaper websites compares to the print editions, another on how newspaper reporters use social media to report and another one on how mid-sized newspapers use Twitter.",Social media; Twitter (Web resource); Newspapers,SocIndex,28,,,,,,,,Editors' Comments.
23,2003,journalArticle,2012,"Marwick, Alice E.",The Public Domain: Social Surveillance in Everyday Life.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87532849&site=ehost-live,"People create profiles on social network sites and Twitter accounts against the background of an audience. This paper argues that closely examining content created by others and looking at one's own content through other people's eyes, a common part of social media use, should be framed as social surveillance. While social surveillance is distinguished from traditional surveillance along three axes (power, hierarchy, and reciprocity), its effects and behavior modification is common to traditional surveillance. Drawing on ethnographic studies of United States populations, I look at social surveillance, how it is practiced, and its impact on people who engage in it. I use Foucault's concept of capillaries of power to demonstrate that social surveillance assumes the power differentials evident in everyday interactions rather than the hierarchical power relationships assumed in much of the surveillance literature. Social media involves a collapse of social contexts and social roles, complicating boundary work but facilitating social surveillance. Individuals strategically reveal, disclose and conceal personal information to create connections with others and tend social boundaries. These processes are normal parts of day-to-day life in communities that are highly connected through social media. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Online social networks; Everyday life; Ethnographic analysis; Public domain,SocIndex,609,,,,,,,,The Public Domain: Social Surveillance in Everyday Life.
24,1755,journalArticle,2012,"Severo, Marta; Zuolo, Eleonora",Egyptian e-diaspora: Migrant websites without a network?,Social Science Information,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=83576609&site=ehost-live,"The definition of Egyptian migration as a diaspora has been much debated and often denied. This article investigates the phenomenon of the Egyptian diaspora through an innovative approach based on an analysis of the digital activity and the presence of Egyptian connected migrants. Following the methodology of the e-Diaspora project, we found a weakly connected network of websites, with many isolated nodes, little clusterization and no authorities or hubs. The fact that the traditional approach of the e-diaspora yielded few results prompted us to follow a new research strategy combining data from Web 1.0 and Web 2.0. Because of a particularly fortuitous coincidence with the Egyptian revolt, we could investigate the mobilization of Egyptian migrants in pursuit of their voting rights on the micro-blogging platform Twitter. Through Twitter data, we identified links that were not visible through traditional Web-mapping techniques, and we could observe the emergence of a transnational Egyptian community debating and fighting for a common cause. [ABSTRACT FROM AUTHOR]",Immigrants; Twitter; Online social networks; Diaspora; Internet; Egypt; Websites; diaspora; Arab revolutions; Egypte; Egyptians; révolutions arabes; Web,SocIndex,31,,,,,,,,Egyptian e-diaspora: Migrant websites without a network?
