,Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Altered Title
70,1208,journalArticle,2016,"Herzogenrath-Amelung, H",The new instantaneity: how social media are helping us privilege the (politically) correct over the true,MEDIA CULTURE & SOCIETY,10.1177/0163443716664855,,"The recent sacking of the eminent scientist Tim Hunt from one of the United Kingdom's leading research institutions is only the latest in a series of cases where public individuals have been derided for comments made in jest on social media, with serious consequences for their professional and personal lives. This article discusses the case of Tim Hunt as an example of the extent to which the privileging of the correct over the true which has long pervaded media discourse is taken to the extreme by the instant-response culture of social media. It points to the emergence of a new form of instantaneity enabled by these networked forms of communication that serves to reinforce systemic inaction rather than the change widely associated with these technologies. It draws on philosophy and critical theory as useful conceptual frameworks for highlighting the ways in which Twitter and co. increasingly call us to action but crowd out thought, thereby passing over opportunities for real social change.",Twitter; social media; critical theory; instantaneity; philosophy; political correctness,WOS,-,,,,,,,,The new instantaneity: how social media are helping us privilege the (politically) correct over the true
71,251,journalArticle,2016,"Hopke, Jill E.; Gabay, Itay; Kim, Sojung C.; Rojas, Hernando",Mobile phones and political participation in Colombia: Mobile Twitter versus mobile Facebook,Communication and the Public,10.1177/2057047316642607,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316642607,"In this article, we test the relationships between Twitter and Facebook use on mobile phones and political conversation with offline and online political participation, as well as online expressive communication. Our findings show that using Twitter on mobile phones is associated with a higher likelihood for both online and offline political participation, as well as online expressive communication. Using Facebook is associated with a higher likelihood for online expressive communication only. The key contribution of this article is to show empirical differences between the relationships of social media and social networking on mobile devices with political participation and online expressive communication. Public social media apps, such as Twitter, bring mobile communication back into the public realm of a (albeit diffused) broadcast-like channel. Mobile Twitter adds to the affordances of mobility, networked connectivity, and the publicness of social media.",,SAGE,-,,,,,,,,Mobile phones and political participation in Colombia: Mobile Twitter versus mobile Facebook
72,1905,journalArticle,2016,"Kidd, Dustin; McIntosh, Keith",Social Media and Social Movements.,Sociology Compass,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=117873427&site=ehost-live,"What role does social media play in social movements and political unrest? Twitter, Facebook, Instagram, and Google have all been cited as important components in social revolutions, including those in Tunisia, Egypt, Iceland, Spain, and the global Occupy movement. This essay explores social science claims about the relationship between social networking and social movements. It examines research done on the relationship between social networking, the promotion of activism, and the offline participation in the streets. Can the technology of social networking help activists to achieve their goals? If so, is it just one of many tools they may use, or is the technology so powerful that the right use will actually tip the scales in favor of the social movement? This scholarship divides into optimistic, pessimistic, and ambivalent approaches, turning on an oft-repeated question: will the revolution be tweeted? [ABSTRACT FROM AUTHOR]",Social media; Facebook (Web resource); Activism; Social movements; Social sciences; Google Inc.; Social revolution,SocIndex,-,,,,,,,,Social Media and Social Movements.
73,1873,journalArticle,2016,"Marres, Noortje; Gerlitz, Carolin","Interface methods: renegotiating relations between digital social research, STS and sociology.",Sociological Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=113308361&site=ehost-live,"This paper introduces a distinctive approach to methods development in digital social research called 'interface methods'. We begin by discussing various methodological confluences between digital media, social studies of science and technology (STS) and sociology. Some authors have posited significant overlap between, on the one hand, sociological and STS concepts, and on the other hand, the ontologies of digital media. Others have emphasized the significant differences between prominent methods built into digital media and those of STS and sociology. This paper advocates a third approach, one that (a) highlights the dynamism and relative under-determinacy of digital methods, and (b) affirms that multiple methodological traditions intersect in digital devices and research. We argue that these two circumstances enable a distinctive approach to methodology in digital social research - thinking methods as 'interface methods' - and the paper contextualizes this approach in two different ways. First, we show how the proliferation of online data tools or 'digital analytics' opens up distinctive opportunities for critical and creative engagement with methods development at the intersection of sociology, STS and digital research. Second, we discuss a digital research project in which we investigated a specific 'interface method', namely co-occurrence analysis. In this digital pilot study we implemented this method in a critical and creative way to analyse and visualize 'issue dynamics' in the area of climate change on Twitter. We evaluate this project in the light of our principal objective, which was to test the possibilities for the modification of methods through experimental implementation and interfacing of various methodological traditions. To conclude, we discuss a major obstacle to the development of 'interface methods': digital media are marked by particular quantitative dynamics that seem adverse to some of the methodological commitments of sociology and STS. To address this, we argue in favour of a methodological approach in digital social research that affirms its maladjustment to the research methods that are prevalent in the medium. [ABSTRACT FROM AUTHOR]",Online information services; digital methods; Sociology; social media analytics; Pilot projects; Digital media -- Social aspects; actor-network theory; Commitment (Psychology); digital social research; inter-disciplinary methodology; politics of technology,SocIndex,-,,,,,,,,"Interface methods: renegotiating relations between digital social research, STS and sociology."
74,969,journalArticle,2016,"McDaid, Ailbhe",The technologies of distance: new migrations in Conor O’Callaghan’s The Sun King.,Irish Studies Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=116264995&site=ehost-live,"This article analyses Conor O’Callaghan’s collectionThe Sun Kingas an expression of contemporary migration practices. It places the poet’s technological mobilities within larger global movements and argues that the collection reconfigures poetic versions of migration for the twenty-first century.The Sun King(2013) is located in explicitly transient spaces, while its formal innovations serve to mimeticise contemporary dislocation. In reinventing the dual demands of memory and migration in the postmodern society,The Sun Kingrecognises and pursues alternative poetic possibilities. The article suggests that O’Callaghan’s Twitter-poem “The Pearl Works” can be read as indicative of an expansive impulse towards ephemeral online works. In particular, the article raises questions around composition, stability and memory practices in the digital era, and highlights how both migration and memory are complicated by technological innovations. [ABSTRACT FROM PUBLISHER]","Diaspora; migration; diaspora; Digital humanities; Emigration & immigration -- Social aspects; innovative poetics; Irish poetry; memory theory; O'Callaghan, Conor; Sun King, The (Poem); Twitter-poetry",SocIndex,-,,,,,,,,The technologies of distance: new migrations in Conor O’Callaghan’s The Sun King.
75,176,journalArticle,2016,"Myers, Greg",Everyday oracles: authors on Twitter.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119092437&site=ehost-live,"Most authors participate, reluctantly or enthusiastically, in a cycle of promotion, including book tours, literary festivals, interviews, and now social media. Some authors make regular use of Twitter to post updates about professional activities, comments on events in their everyday lives, news of readings, statements of opinions, photos, links, or retweets. This study examines tweets by 10 authors, using corpus linguistic tools to find stylistic patterns characteristic of the corpus as a whole or of individual authors. The article then looks at tweets by others that mention the authors or use quotations from the authors in new contexts, creating an online presence for authors whether they tweet themselves or not. Authors are subject to the same tension between ordinariness and specialness that others have noted with stars in music, television, film, or fashion. Literature, because of its assumed cultural position, and its production in private, has sometimes been seen as being apart from and opposed to the cultural system of celebrity and promotion. But this cultural position also means the ordinariness of authors is treated as surprising and interesting, while the specialness makes them available to all as oracles. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Authors; authorship; Authorship; celebrity; Corpora; everyday life; Oracles; quotation; singularity,SocIndex,-,,,,,,,,Everyday oracles: authors on Twitter.
76,1090,journalArticle,2016,"Ndumbe-Eyoh, Sume; Mazzucco, Agnes","Social media, knowledge translation, and action on the social determinants of health and health equity: A survey of public health practices.",Journal of Public Health Policy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119808277&site=ehost-live,"The growth of social media presents opportunities for public health to increase its influence and impact on the social determinants of health and health equity. The National Collaborating Centre for Determinants of Health at St. Francis Xavier University conducted a survey during the first half of 2016 to assess how public health used social media for knowledge translation, relationship building, and specific public health roles to advance health equity. Respondents reported that social media had an important role in public health. Uptake of social media, while relatively high for personal use, was less present in professional settings and varied for different platforms. Over 20 per cent of those surveyed used Twitter or Facebook at least weekly for knowledge exchange. A lesser number used social media for specific health equity action. Opportunities to enhance the use of social media in public health persist. Capacity building and organizational policies that support social media use may help achieve this. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Communication; Public health; social media; Facebook (Web resource); communication; public health; health equity; knowledge translation; social determinants of health,SocIndex,-,,,,,,,,"Social media, knowledge translation, and action on the social determinants of health and health equity: A survey of public health practices."
77,2019,journalArticle,2016,"Romele, Alberto; Severo, Marta",The Economy of the Digital Gift: From Socialism to Sociality Online.,"Theory, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=117270456&site=ehost-live,"This article discusses the value of gift exchange in online social media. In the first part, the authors show how most of the commentators have considered online gifting as an alternative to the classical market economy. Yet the recent (re)territorialization of the web challenges this perspective. As a consequence, the internet can no longer be considered a reply to capitalism. In the second part, the authors argue that in anthropology and social philosophy the term ‘gift’ has often been used improperly, and that gift exchange has nothing to do with goods exchange, but with mutual recognition. In the third part, they use this definition to stress the importance of gift circulation through Facebook’s ‘Like’ button and the Twitter feature called ‘Mention’. In conclusion, the authors deal with the ‘Like economy’, i.e. the interference between gift exchange and market economy which is daily at work online. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Social theory; social media; Facebook (Web resource); internet; Computer network resources; Capitalism; digital gift; e-economy; gift-giving; Gifts; social relations; Socialism,SocIndex,-,,,,,,,,The Economy of the Digital Gift: From Socialism to Sociality Online.
78,1626,journalArticle,2016,"Rose, Gillian",Cultural geography going viral.,Social & Cultural Geography,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=116620969&site=ehost-live,"The article discusses cultural geography and its potential role in understanding the impact of images on social media particularly places and landscape to specific social groups as illustrated in the case of Emma Thornberry, a member of Great Britain's opposition government. Topics discussed include understanding the interpretation of cultural signs and symbols, the visibility offered by social media to cultural geographer, and the power of a photograph to generate debate and controversy.","Social media; twitter; social media; Social groups; Image; Cultural geography; Digital; Signs & symbols -- Social aspects; Thornberry, Emma; viral",SocIndex,-,,,,,,,,Cultural geography going viral.
79,248,journalArticle,2016,"Shao, Lingwei; Zhang, Hong",Global voice and social television: Exploring microblogging responses to “The Voice” shows in China and Germany,Communication and the Public,10.1177/2057047316649962,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316649962,"This study examines the audiences’ discussions on the local adaptations of The Voice of China and The Voice of Germany through a content analysis of 128 microblogging posts. Specifically, this research explores the content, language and tone of the sampled posts on Sina Weibo and Twitter, respectively. The study found that while German audiences take notice of various topics relating to the show, Chinese audiences mainly focus on talents. The Chinese audiences have also paid attention to the talents’ age in accordance with their respect to the elderly in the society. Compared to the German audiences, the Chinese audiences post in their mother tongue exclusively and they are more critical. The findings suggest marked differences of the audiences’ responses to the shows on microblogging websites in different national contexts, but also partly challenge the traditional cultural values proposed by Hall and Hofstede based on researches of offline behaviors.",,SAGE,-,,,,,,,,Global voice and social television: Exploring microblogging responses to “The Voice” shows in China and Germany
80,897,journalArticle,2016,"Tantarangsee, Chaiwat",The Impact of Social Media on Students' Engagement with English outside the Classroom.,International Academic Conference on Social Sciences,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=123298765&site=ehost-live,"The purposes of this study are to identify types of social media tools most frequently used by 3rd year English major students, and to study the students' engagements with English outside the classroom. Samples include 78 - 3rd year students, English language program, faculty of Humanities and Social Sciences, Suan Sunandha Rajabhat University, Bangkok, Thailand. A Likert Scale Questionnaire is used to collect the data, and the statistics employed include percentage, mean, and Standard Deviation. The research findings point out that the most frequently used social media tool is Line followed by Facebook, YouTube, and Twitter respecttively. Moreover, students' engagements with English outside the classroom accomplish a range of communicative functions in English in high level taking about 6-8 hours per day. 7 functions found in high level with the highest mean score of such engagements include 1) watching cartoon with English sound track from websites followed by 2) reading articles in English form journals and magazines, 3) watching TV programs in English from TV, 4) using online dictionaries to solve linguistic problems, 5) reading comments in English from blogs and forum based, 6) watching entertainment and documentaries in English from online medias, and 7) reading news in English from printed newspapers respectively. It is noticeable that 4 out of the 7 functions found in high level are ca-rried out by social media tools. However, 2 functions found in low level taking less than 2 hours/day inc-lude 1) listening to music in English from CD or radio and 2) using printed English-English dictionary to solve linguistic problems. [ABSTRACT FROM AUTHOR]",Social sciences; Linguistics; Classroom environment; English language education; Likert scale,SocIndex,-,,,,,,,,The Impact of Social Media on Students' Engagement with English outside the Classroom.
81,1913,journalArticle,2016,"Treem, JW; Dailey, SL; Pierce, CS; Biffl, D",What We Are Talking About When We Talk About Social Media: A Framework for Study,SOCIOLOGY COMPASS,10.1111/soc4.12404,,"Social media continues to grow as a focus of social, organizational, and scholarly interest, yet there is little agreement as to what constitutes social media and how it can be effectively analyzed. We review various definitions of social media and note that much of the confusion regarding social media comes from conflation between social media types, platforms, and activities. To facilitate investigations of social media, we debunk common social media myths and review the relationship between social media and several prominent sociological concerns. We conclude by reflecting on directions for future research on social media.",CONSTRUCTION; BIG DATA; FACEBOOK; IDENTITY; INTERNET; SUPPORT; POWER; INEQUALITY; TWITTER; DIVIDE,WOS,-,,,,,,,,What We Are Talking About When We Talk About Social Media: A Framework for Study
82,703,journalArticle,2016,"Trere, E; Mattoni, A",Media ecologies and protest movements: main perspectives and key lessons,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2015.1109699,,"Studies adopting the media ecology metaphor to investigate social movements form a promising strand of literature that has emerged in the last years to overcome the communicative reductionism permeating the study of the relation between social movements and communication technologies. However, contributions that apply ecological visions to protest are scattered, and only seldom connect their analyses to more general media ecological frameworks. The article critically reviews and classifies the diverse strands of scholarship that adopt the ecological metaphor in their exploration of activism, and connects them with the more general literature on media and communication ecologies. Moreover, it extracts the constitutive elements of this literature that can help scholars to better address the complexity of communication within social movements, and it articulates four key lessons that a media ecology lens brings to the understanding of media and protest. Finally, the article further demonstrates the strengths of this approach through an illustration of the preliminary findings of an ongoing investigation on the 15M movement in Spain.",digital activism; social movements; SOCIAL-MOVEMENTS; YOUTUBE; literature review; TWITTER; Media ecologies; protest ecologies,WOS,-,,,,,,,,Media ecologies and protest movements: main perspectives and key lessons
83,1841,journalArticle,2017,"Bail, Christopher A.",Taming Big Data.,Sociological Methods & Research,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=121334798&site=ehost-live,"Social media websites such as Facebook and Twitter provide an unprecedented amount of qualitative data about organizations and collective behavior. Yet these new data sources lack critical information about the broader social context of collective behavior—or protect it behind strict privacy barriers. In this article, I introduce social media survey apps (SMSAs) that adjoin computational social science methods with conventional survey techniques in order to enable more comprehensive analysis of collective behavior online. SMSAs (1) request large amounts of public and non-public data from organizations that maintain social media pages, (2) survey these organizations to collect additional data of interest to a researcher, and (3) return the results of a scholarly analysis back to these organizations as incentive for them to participate in social science research. SMSAs thus provide a highly efficient, cost-effective, and secure method for extracting detailed data from very large samples of organizations that use social media sites. This article describes how to design and implement SMSAs and discusses an application of this new method to study how nonprofit organizations attract public attention to their cause on Facebook. I conclude by evaluating the quality of the sample derived from this application of SMSAs and discussing the potential of this new method to study non-organizational populations on social media sites as well. [ABSTRACT FROM AUTHOR]",Social media; social media; Computer software; Social media in education; Social sciences; computational social science; COMPUTER network resources; Collective behavior; apps; organizational behavior; Organizational behavior -- Social aspects,SocIndex,-,,,,,,,,Taming Big Data.
84,1521,journalArticle,2017,"Brooker, P; Dutton, W; Greiffenhagen, C",What would Wittgenstein say about social media?,QUALITATIVE RESEARCH,10.1177/1468794117713058,,"Much of the excitement in social media analytics revolves around, a) capturing large-scale collections of naturally-occurring talk, b) repurposing them as data, and, c) finding ways to speak sociologically about them. Researchers have raised concerns over the use of social media data in research (for example, boyd and Crawford, 2012; Housley et al, 2014; Tinati et al, 2014), exploring the ontological and epistemological grounding of the emerging field. We contribute to this debate by drawing on Wittgensteinian philosophy to elucidate hitherto neglected aspects; namely that it is not just social scientists who are in the business of analysing social media, but users themselves. We explore how mainstream social media analytics research (1) overinflates the importance of sociological theories, concepts and methodologies (which do not typically feature in the accounts of social media users), (2) downplays the extent to which social media platforms already exhibit order prior to any sociological accounting of them, and, (3) thereby produces findings which explain social scientific perspectives rather than the phenomena themselves. We reformulate the ontological and epistemological basis of social media analytics research from a Wittgensteinian perspective concerned with what it makes sense to say about social media, as members of society and as researchers studying those members. Such a project aims to explore social media users' language as a practice embedded within the context of social life and online communication. This reflects the everyday use of language as an evolving toolkit for undertaking social interaction, pointing towards an alternative conception of social media analytics.",Big Data; BIG DATA; CRISIS; CHALLENGES; social media analytics; epistemology; TWITTER; ontology; ordinary language philosophy; philosophy of social science; Wittgenstein,WOS,-,,,,,,,,What would Wittgenstein say about social media?
