,Row,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Altered Title
40,1793,journalArticle,2013,"Sismondo, Sergio",Editorial.,"Social Studies of Science (Sage Publications, Ltd.)",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86217247&site=ehost-live,"An introduction announces that the journal added Adam Hedgecoe and Charis Thompson as collaborating editors, created its first podcast of an interview of French philosopher Bruno Latour regarding his book ""An Inquiry into Modes of Existence,"" and added twitter feeds to the journal's offerings available at https://twitter.com/#!/Soc_ Stud_Sci.",Microblogs; Science & society; Science periodical publishing,SocIndex,160,,,,,,,,Editorial.
41,1000,journalArticle,2013,"Theriot, Matthew T.",From the Guest Editor.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=89596237&site=ehost-live,"An introduction to the journal is presented in which the editor discusses various articles published within the issue including one by Jessica Ritter on a new approach for teaching policy to millennial Bachelor of Social Work (BSW) students, one by Laurel Iverson Hitchcock and Andrew Battista on the use of Twitter as a tool for helping students develop skills and one by Jessica Averitt Taylor, Caroline Macke and James Taylor on the benefits of team-based learning as a teaching method.",Learning; Social work students; Teaching,SocIndex,27,,,,,,,,From the Guest Editor.
42,2002,journalArticle,2013,"Whitson, Jennifer R.",Gaming the Quantified Self.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90656733&site=ehost-live,"Gamification combines the playful design and feedback mechanisms from games with users' social profiles (e.g. Facebook, twitter, and LinkedIn) in non-game applications. Successful gamification practices are reliant on encouraging playful subjectivities so that users voluntarily expose their personal information, which is then used to drive behavioural change (e.g. weight loss, workplace productivity, educational advancement, consumer loyalty, etc.). The pleasures of play, the promise of a 'game', and the desire to level up and win are used to inculcate desirable skill sets and behaviours. Gamification is rooted in surveillance; providing real-time feedback about users' actions by amassing large quantities of data and then simplifying this data into modes that easily understandable, such as progress bars, graphs and charts. This article provides an introduction to gamification for surveillance scholars. I first provide brief definitions of gamification, games and play, linking the effectiveness of gamification to the quantification of everyday life. I then explain how the quantification in gamification is different from the quantification in both analog spaces and digital non-game spaces. Next, I draw from governmentality studies to show how quantification is leveraged in terms of surveillance. I employ three examples to demonstrate the social effects and impacts of gamified behaviour. These examples range from using self-surveillance to gamify everyday life, to the participatory surveillance evoked by social networking services, to the hierarchical surveillance of the gamified call-centre. Importantly, the call-centre example becomes a limit case, emphasizing the inability to gamify all spaces, especially those framed by work and not play. This leads to my conclusion, arguing that without knowing first what games and play are, we cannot accurately respond to and critique the playful surveillant technologies leveraged by gamification. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Facebook (Web resource); Technological innovations; Internet users; Gambling,SocIndex,463,,,,,,,,Gaming the Quantified Self.
43,886,journalArticle,2014,"Agarwal, Sheetal D.; Barthel, Michael L.; Rost, Caterina; Borning, Alan; Bennett, W. Lance; Johnson, Courtney N.",Grassroots organizing in the digital age: considering values and technology in Tea Party and Occupy Wall Street.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94573691&site=ehost-live,"Power dynamics shape, and are shaped by, the tools used by participants in social movements. In this study we explore the values, attitudes, and beliefs of Tea Party and Occupy Wall Street stakeholders as they relate to their use of technology. This multi-method study applies the lens of value sensitive design [VSD; Friedman, B. (Ed.) (1997).Human values and the design of computer technology(vol. 72). Cambridge: Cambridge University Press] to examine stakeholder values and sites of value tension. We contextualize our findings with qualitative observation of how these values are reflected in each organization's online spaces, including Facebook, Twitter, and key organizational websites, as well as private spaces such as email. We found liberty, the value most mentioned by Tea Party members, was not reflected in the movement's organizational websites and Facebook pages, where user autonomy is frequently undermined. However, the Occupy value of equality is supported in the movement's web presence. We also found a set of shared central values – privacy and security, inclusion, and consensus – underlying both Tea Party and Occupy's approach to organization and participation. Value tensions around privacy and inclusion emerged for both groups, as some members opted not to use these tools due to security concerns and leaders struggled to adapt their communication strategies accordingly. This study provides insight into the adoption and contestation of different technological tools within grassroots social movements, how those decisions are shaped by core values, and how conflicts over the use of digital tools can result from tension between how different stakeholders prioritize those values. [ABSTRACT FROM AUTHOR]",Social psychology; digital media; Collective action; Digital media; Digital communications; ICTs; Occupy; collective action; Computer engineering; Computer industry; Tea Party; value-sensitive design,SocIndex,106,,,,,,,,Grassroots organizing in the digital age: considering values and technology in Tea Party and Occupy Wall Street.
44,1548,journalArticle,2014,"Antoci, Angelo; Sabatini, Fabio; Sodini, Mauro",Bowling alone but tweeting together: the evolution of human interaction in the social networking era.,Quality & Quantity,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=96538099&site=ehost-live,"The objective of this paper is to theoretically analyze how human interaction may evolve in a world characterized by the explosion of online networking and other Web-mediated ways of building and nurturing relationships. The analysis shows that online networking yields a storage mechanism through which any individual contribution-e.g. a blog post, a comment, or a photo-is stored within a particular network and ready for virtual access by each member who connects to the network. When someone provides feedback, for example by commenting on a note, or by replying to a message, the interaction is finalized. These interactions are asynchronous, i.e. they allow individuals to relate in different moments, whenever they have time to. When the social environment is poor of participation opportunities and/or the pressure on time increases (for example due to the need to increase the working time), the stock of information and ties stored in the Internet can help individuals to defend their sociability. [ABSTRACT FROM AUTHOR]",Social networks; Microblogs; Online social networks; Facebook; Internet; Computer-mediated communication; Social capital; Social factors; Sociability; Internet surveys; Bowling; Online networking,SocIndex,68,,,,,,,,Bowling alone but tweeting together: the evolution of human interaction in the social networking era.
45,193,journalArticle,2014,"Bennett, James; Thomas, Sarah",Tweet celebrity.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99801074&site=ehost-live,"The article discusses significance of studies of celebrity and Twitter to analyze relationship between audience and celebrity. Topics discussed include case studies of Twitter stream of individual celebrity, empirical analysis of quantitative reception data and traditional media coverage of the platform, and discussions or dialogue between celebrities to analyze the role of Twitter in contemporary celebrity culture.",Twitter (Web resource); Mass media; Celebrities; Quantitative research; Mass media & celebrities,SocIndex,9,,,,,,,,Tweet celebrity.
46,1423,journalArticle,2014,"Ceron, Andrea; Curini, Luigi; Iacus, Stefano M; Porro, Giuseppe",Every tweet counts? How sentiment analysis of social media can improve our knowledge of citizens’ political preferences with an application to Italy and France.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94517266&site=ehost-live,"The growing usage of social media by a wider audience of citizens sharply increases the possibility of investigating the web as a device to explore and track political preferences. In the present paper we apply a method recently proposed by other social scientists to three different scenarios, by analyzing on one side the online popularity of Italian political leaders throughout 2011, and on the other the voting intention of French Internet users in both the 2012 presidential ballot and the subsequent legislative election. While Internet users are not necessarily representative of the whole population of a country’s citizens, our analysis shows a remarkable ability for social media to forecast electoral results, as well as a noteworthy correlation between social media and the results of traditional mass surveys. We also illustrate that the predictive ability of social media analysis strengthens as the number of citizens expressing their opinion online increases, provided that the citizens act consistently on these opinions. [ABSTRACT FROM PUBLISHER]",Sentiment analysis; Elections; sentiment analysis; Public opinion; social media; Social media research; electoral campaign; Social scientists; text mining; text analytics; Analysis of public opinion; political forecast; Political forecasting,SocIndex,698,,,,,,,,Every tweet counts? How sentiment analysis of social media can improve our knowledge of citizens’ political preferences with an application to Italy and France.
47,209,journalArticle,2014,"Clifford, Katrina",Amanda Knox: a picture of innocence.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99801075&site=ehost-live,"The article offers information on tweets made by Amanda Knox, an American women who is convicted in the murder of British exchange student, Meredith Kercher in 2007 in Italy, declaring SIAMO INNOCENTI or ""We Are Innocent."" Topics discussed include opinion of British media commentator Roy Greenslade on the murder of Meredith Kercher, intimacy of interpersonal conversation and ambiguities of Knox's pre-existing mediated identity and claims of innocence.","Italy; Microblogs; Greenslade, Roy; Innocence (Psychology); Knox, Amanda, 1987-",SocIndex,11,,,,,,,,Amanda Knox: a picture of innocence.
48,999,journalArticle,2014,"Daly, Mary E.; Mansfield, John K.",A Study of the Relevance of Social Network Sites and Ethics Involving Undergraduate Students.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109580970&site=ehost-live,"The use of social networking sites (SNSs) has evolved rapidly this past decade with little concern for privacy. This study examines undergraduate students’ use of SNSs and online privacy preferences. Eighty-five students in social work classes were surveyed to determine the frequency of SNS access and privacy control usage. Student participants accessed SNSs (97.6%) more than the general population (72%) surveyed by the Pew Research Internet Project (Brenner & Smith, 2013). Most students restricted access to their profiles through friends-only privacy settings and took steps to eliminate unwanted posts. However, regrets over personal posts were still commonplace. The 2005 National Association of Social Workers and Association of Social Work Boards ethical standards suggest establishing professional boundaries and safeguarding personal information as part of technologically proficient practice. Social work educational programs should provide training on privacy risk management to protect students from unwanted and potentially career damaging disclosures on Facebook, MySpace, Twitter, and other Internet sites. [ABSTRACT FROM AUTHOR]",social media; social work education; ethics; undergraduate students; online privacy,SocIndex,6,,,,,,,,A Study of the Relevance of Social Network Sites and Ethics Involving Undergraduate Students.
49,696,journalArticle,2014,"Huang, RG; Sun, XY","Weibo network, information diffusion and implications for collective action in China",INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2013.853817,,"This study examines information diffusion and the follower network among a group of Sina Weibo users interested in homeowner associations. Using social network analysis techniques, this paper explores the network structure, the formation of follower relations and information diffusion. It reveals that micro-blogging is an important online platform because it can conveniently and inexpensively foster public online issue-networks beyond geographical boundaries. Specifically, Weibo has the potential to enable cross-province networking and communication, although geographical proximity is still at work; the trustworthiness of micro-blog users indirectly contributes to information diffusion by facilitating the formation of follower relations; and issue-specific follower networks facilitate information diffusion pertinent to the issue at stake. These findings suggest that micro-blogging services might have long-term effects on collective action by fostering issue-networks among civil society organizations or activists in different provinces.",TECHNOLOGY; CENSORSHIP; MOVEMENT; China; MODELS; STATE; information diffusion; TWITTER; BLOGOSPHERE; BLOGS; issue-networks; micro-blogging; URBAN,WOS,208,,,,,,,,"Weibo network, information diffusion and implications for collective action in China"
50,1149,journalArticle,2014,"Marwick, Alice; boyd, danah",‘It's just drama’: teen perspectives on conflict and aggression in a networked era.,Journal of Youth Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=98775160&site=ehost-live,"Contemporary youth conflict often plays out through social media like Facebook and Twitter. ‘Drama’ is an emergent concept describing performative, interpersonal conflict that takes place in front of an active, engaged audience, often on social media. Using ethnographic data, this paper examines how American teenagers conceptualize the term drama; the relationship between drama and social media; and the implications drama has for understanding contemporary teenage conflict. The emic use of drama distances teens from practices conceptualized by adults as bullying or relational aggression, while acknowledging the role of the audience in social media interactions. Drama also serves to reinforce the conventional gendered norms of high school, perpetrating the systemic undervaluing of feminine subjects and re-inscribing heteronormativity. Understanding how drama operates helps illuminate how widespread use of social media among teenagers has altered dynamics of aggression and conflict. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Communication; social media; Facebook (Web resource); youth; Aggression (Psychology); Adolescent psychology; bullying; drama; relational aggression; teenagers,SocIndex,216,,,,,,,,‘It's just drama’: teen perspectives on conflict and aggression in a networked era.
51,1715,journalArticle,2014,"Morales, AJ; Borondo, J; Losada, JC; Benito, RM",Efficiency of human activity on information spreading on Twitter,SOCIAL NETWORKS,10.1016/j.socnet.2014.03.007,,"Understanding the collective reaction to individual actions is key to effectively spread information in social media. In this work we define efficiency on Twitter, as the ratio between the emergent spreading process and the activity employed by the user. We characterize this property by means of a quantitative analysis of the structural and dynamical patterns emergent from human interactions, and show it to be universal across several Twitter conversations. We found that some influential users efficiently cause remarkable collective reactions by each message sent, while the majority of users must employ extremely larger efforts to reach similar effects. Next we propose a model that reproduces the retweet cascades occurring on Twitter to explain the emergent distribution of the user efficiency. The model shows that the dynamical patterns of the conversations are strongly conditioned by the topology of the underlying network. We conclude that the appearance of a small fraction of extremely efficient users results from the heterogeneity of the followers network and independently of the individual user behavior. (C) 2014 Elsevier B.V. All rights reserved.",Twitter; Complex networks; Influence; Information spreading; MODEL; SOCIAL NETWORK; Social networks analysis; User behavior,WOS,127,,,,,,,,Efficiency of human activity on information spreading on Twitter
52,435,journalArticle,2014,"Postill, John",Democracy in an age of viral reality: A media epidemiography of Spain’s indignados movement,Ethnography,10.1177/1466138113502513,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1466138113502513,"The present article draws from fieldwork on the indignados (or 15M) movement in Spain to propose a new approach to the study of protest movements in the digital era: “media epidemiography”. This composite of the terms “epidemiology” and “ethnography” is used as a heuristic to address the research challenge of today’s swiftly evolving techno-political terrains. I argue that viral media have played a key role in Spain’s indignados movement, with Twitter as the central site of propagation. Protesters have used Twitter and other viral platforms to great effect and in a range of different ways, including as a means of setting the tone and agenda of the protests, spreading slogans and organizational practices, and offering alternative accounts of the movement. These developments may signal the coming of an era in which political reality is shaped by viral contents “shared” by media professionals and amateurs – an age of viral reality.",,SAGE,238,,,,,,,,Democracy in an age of viral reality: A media epidemiography of Spain’s indignados movement
53,295,journalArticle,2014,"Verboord, Marc; van Noord, Sharon",The online place of popular music. Explaining pop artists' media attention in the digital age.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111808571&site=ehost-live,"Many publicists and scholars have pointed to internet's potential to increase connectivity across the world which would imply an equalizing effect, yet few have examined this. This article studies the importance of geographical origin in the digital age for the case of popular music production. More concretely, we study the extent to which the internet helps reducing inequality between artists from central cities in popular music production (e.g. New York, London) versus more peripheral cities. Our focus is on differences in media attention both by professional music critics and consumers, and how this is related to (a) the cities in which artists are located, and (b) the social media resources artists have at their disposal. Our analysis concerns one month of new pop album releases. The results show that artists coming from more central cities have higher chances to get media attention -- both by professional and amateur critics -- than artists from peripheral cities. Building a fan base on social media such as Facebook, Twitter or MySpace can compensate some of this inequality, but not all. [ABSTRACT FROM AUTHOR]",Social media; Participatory culture; Centrality of production; Music geography; Music journalism; Pop music,SocIndex,N/A,,,,,,,,The online place of popular music. Explaining pop artists' media attention in the digital age.
54,1559,journalArticle,2015,"CALIANDRO, ALESSANDRO; BARINA, STEFANIA",Twitter as a device for the materialization of political public and political discourse: the case of Primarie of Centro Sinistra 2012.,Rassegna Italiana di Sociologia,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111069313&site=ehost-live,"So far the democratic function of social media has been framed through two opposite paradigms: a cyber-utopian one and a cyber-dystopian one. The former conceives of the Internet as a new Haberamsian public sphere, that is an open space in which people can freely discuss and deliberate about political issues. The latter deems the Internet as a fragmented and individualized space, which, by definition, destroys any possibility of collective deliberation and discussion. However few scholars have systematically examined the empirical relation between politics and social media. Through a quantitative-qualitative analysis, grounded on the digital methods paradigms and based on a dataset of 181085 tweets collected during the Primarie of Centro Sinistra 2012, we would like to show how Twitter can be conceived of as a civic device that permits a specific political discourse and new forms of political association to be materialized - both entities that would remain unseen otherwise. In the end we suggest that it is possible to construct a new theory of the digital public sphere starting from the Tardian notion of public. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); twitter; Public sphere; digital methods; Primaries; public sphere; Empirical research; Persons; primarie; public,SocIndex,151,,,,,,,,Twitter as a device for the materialization of political public and political discourse: the case of Primarie of Centro Sinistra 2012.
55,1719,journalArticle,2015,"Dunbar, RIM; Arnaboldi, V; Conti, M; Passarella, A",The structure of online social networks mirrors those in the offline world,SOCIAL NETWORKS,10.1016/j.socnet.2015.04.005,,"We use data on frequencies of bi-directional posts to define edges (or relationships) in two Facebook datasets and a Twitter dataset and use these to create ego-centric social networks. We explore the internal structure of these networks to determine whether they have the same kind of layered structure as has been found in offline face-to-face networks (which have a distinctively scaled structure with successively inclusive layers at 5, 15,50 and 150 alters). The two Facebook datasets are best described by a four-layer structure and the Twitter dataset by a five-layer structure. The absolute sizes of these layers and the mean frequencies of contact with alters within each layer match very closely the observed values from offline networks. In addition, all three datasets reveal the existence of an innermost network layer at similar to 1.5 alters. Our analyses thus confirm the existence of the layered structure of ego-centric social networks with a very much larger sample (in total, >185,000 egos) than those previously used to describe them, as well as identifying the existence of an additional network layer whose existence was only hypothesised in offline social networks. In addition, our analyses indicate that online communities have very similar structural characteristics to offline face-to-face networks. Published by Elsevier B.V.",Twitter; Facebook; ORGANIZATION; Ego-centric social networks; Network scaling; Network structure; STRENGTH; CORTEX; GROUP-SIZE,WOS,473,,,,,,,,The structure of online social networks mirrors those in the offline world
56,689,journalArticle,2015,"Earl, J",CITASA: intellectual past and future,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2015.1008544,,"This article reviews the history of the Communication and Information Technologies section of the American Sociological Association (CITASA), and discusses its current research emphases and future trajectory. Critically, the article argues that CITASA has become the preeminent point of reconnection between sociology and communication, allowing cross-pollination of ideas in the study of digital media, and increasingly in the study of media more broadly. The article also discusses contemporary research emphases involving computational and programming-intensive research, research on the use and effects of digital tools, and research on communication and media broadly understood.",MEDIA; social media; INTERNET; COMMUNICATION; SOCIOLOGY; media studies; computer-mediated communication; TWITTER; HISTORY,WOS,3,,,,,,,,CITASA: intellectual past and future
