,Unnamed: 0.1,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Original Citation
40,105,1269,journalArticle,,"Bazin, Maëlle",From tweets to graffiti: “I am Charlie” as a “writing event”,"Media, War & Conflict",10.1177/1750635219839395,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1750635219839395,"Any visitor who walked the streets of Paris in the days or weeks following the attacks of January 2015 would definitely have witnessed a particular form of graphic irruption: the dissemination of messages of solidarity and mourning, and the repetition, within this mass of writing, of the formula “I am Charlie”. Although the situation was different, the responses to terrorist attacks in January 2015 and the 9/11 aftermath are comparable by the “writing event” (Fraenkel, 2002, 2018) they produced: temporary and atypical dispositifs of writing turned to the public space in order to be read or at least seen by passers-by. This article, structured along chronological lines, traces the evolution of the viral formula over the long term from Twitter to the urban public space. Firstly, the author focuses on the origin and meanings of the statement and formulates several hypotheses that may explain its wide circulation on social networks. Secondly, she analyses the post-attack graffiti based on databases of several private graffiti-cleaning companies in order to highlight the temporary sacralization of illegal writings. The “Je suis Charlie” phenomenon is interesting in many ways: its staggering, massive diffusion; the apparent unanimity with which it was greeted in the world of politics and the media; and the way it was managed by local authorities.",,SAGE,1,,,,,,,,0
41,106,1736,journalArticle,2023.0,"Wang, Di; Lu, Jiahui; Zhong, Ying",Futile or fertile? The effect of persuasive strategies on citizen engagement in COVID-19 vaccine-related tweets across six national health departments.,Social Science & Medicine,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161174503&site=ehost-live,"National health departments across the globe have utilized persuasive strategies to promote COVID-19 vaccines through Twitter. However, the effectiveness of those strategies is unclear. This study thereby examined how national health departments deployed persuasive strategies to promote citizen engagement in COVID-19 vaccine-related tweets in six countries, including the UK, the US, Germany, Japan, South Korea, and India. Guided by the heuristic-systematic model and the health belief model, we found that national health departments differed significantly in the use of systematic-heuristic cues and health belief constructs in COVID-19 vaccine-related tweets. Generally, the provision of scientific information and appeals to anecdotes and fear positively, while appeals to bandwagon negatively, predicted citizen engagement. Messages about overcoming barriers and promoting vaccine benefits and self-efficacy positively affected engagement. Emphases of COVID-19 threats and cues to vaccinate demonstrated negative impacts. Importantly, health departments across countries often used futile or detrimental strategies in tweets. A locally adapted evidence-based approach for COVID-19 vaccination persuasion was discussed. • Health departments often used detrimental tactics in promoting COVID-19 vaccines. • Appeals to facts, anecdotes, and fear promoted citizen engagement. • Appeals to bandwagon reduced citizen engagement. • Messages about efficacies and benefits promoted citizen engagement. • Emphases of COVID-19 threats and cues to vaccinate harmed citizen engagement. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); United Kingdom; Japan; United States; COVID-19; Health promotion; Attitude (Psychology); India; Vaccination; Germany; South Korea; Citizen engagement; COVID-19 vaccines; Health belief model; Health Belief Model; Heuristic-systematic model; Persuasion (Rhetoric); Persuasive strategies; Self-efficacy; Vaccine; Vaccine effectiveness,SocIndex,N/A,,,,,,,,0
42,111,2043,journalArticle,2016.0,"Babic, Annessa Ann; Tunc, Tanfer Emin",Giving the voiceless a voice: Excavating Women's histories from the archives in Turkey and the United States.,Women's Studies International Forum,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=118030492&site=ehost-live,"The article discusses and compares the origins, content, social and political goals of women's archives and study programs in the U.S. and Turkey. Topics include the rise and the history of feminism in both Turkey and the U.S., the feminist scholarship that reflect the social conditions of women, and how social media sites like Facebook and Twitter are highlighting issues like crime against women.",Social media & society; Crimes against women; American women; Turkish history; Women & literature,SocIndex,N/A,,,,,,,,0
43,112,248,journalArticle,,"Shao, Lingwei; Zhang, Hong",Global voice and social television: Exploring microblogging responses to “The Voice” shows in China and Germany,Communication and the Public,10.1177/2057047316649962,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316649962,"This study examines the audiences’ discussions on the local adaptations of The Voice of China and The Voice of Germany through a content analysis of 128 microblogging posts. Specifically, this research explores the content, language and tone of the sampled posts on Sina Weibo and Twitter, respectively. The study found that while German audiences take notice of various topics relating to the show, Chinese audiences mainly focus on talents. The Chinese audiences have also paid attention to the talents’ age in accordance with their respect to the elderly in the society. Compared to the German audiences, the Chinese audiences post in their mother tongue exclusively and they are more critical. The findings suggest marked differences of the audiences’ responses to the shows on microblogging websites in different national contexts, but also partly challenge the traditional cultural values proposed by Hall and Hofstede based on researches of offline behaviors.",,SAGE,N/A,,,,,,,,0
44,115,1564,journalArticle,2022.0,"Kattari, Shanna K.; hess, eli",Harnessing the Power of New Media for Good: Using TikTok as a Tool for Social Justice and Social Work Education.,Reflections: Narratives of Professional Helping,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161333535&site=ehost-live,"Social media and other forms of media are constantly emerging, from forums and chat rooms in the 1990s, to Myspace and Facebook in the 2000s, to Instagram and Twitter in the 2010s. One recent form of media is TikTok, an app that hit the United States in 2016 before catapulting to popularity in 2018. This article is a conversation between TikTok creator/social worker eli hess and social work professor/TikTok creator Shanna Kattari about the ways that TikTok has been/can be used for educational purposes. We address using TikTok both to teach students in formal social work programs and to engage the masses around topics related to social justice. We reflect on this method of social justice education and pose questions about this approach. Topics of discussion include personal impact of using TikTok, professional/personal challenges, and ways that TikTok content can be used in social work education and practice. [ABSTRACT FROM AUTHOR]",Social media; Microblogs; Social work education; social media; Online social networks; Social services; Social justice; education; faculty; practice; Social work students; student,SocIndex,N/A,,,,,,,,0
45,116,434,journalArticle,,"Pettersson, Katarina; Payotte, Sofia; Sakki, Inari",Harsh punisher or loving mother? A critical discursive psychological analysis of Marine Le Pen’s presidential Twitter campaign,Ethnicities,10.1177/14687968221148574,https://doi-org.ezproxy.lib.utexas.edu/10.1177/14687968221148574,"Marine Le Pen managed to mobilise a substantial share of the votes in the French 2022 presidential elections, ending up second after the winner Emmanuel Macron. This study aims to increase our understanding of the political appeal and mobilisation of women in far-right movements by exploring the identity management strategies Marine Le Pen deployed in her presidential Twitter campaign to construct her position as a female, right-wing populist political leader and rightful president of the nation. A corpus of 701 tweets (published between 4 July 2021 and 10 April 2022) from Le Pen’s official Twitter account were analysed through a critical discursive psychological approach. Through our analyses, we identified five subject positions that Le Pen constructed for herself in her discourse: the Protector, the Punisher, the Women’s Candidate, the Mother, and the Voice of Justice. Our findings show that through careful discursive negotiation between femininity and masculinity, Le Pen managed to engage in a dynamic positioning between a harsh candidate who punishes “the Other” and a compassionate and loving mother candidate who takes care of the nation’s children. This flexible way in which Marine Le Pen claimed different positions for herself may have been a central factor that enabled her to appeal to millions of voters in the 2022 French presidential elections. The study contributes to the literature on identity politics and the discursive mobilisation of gender by female far right political leaders.",,SAGE,N/A,,,,,,,,0
46,117,126,journalArticle,2004.0,"Shamash, Sarah",Hexsa'am: To Be Here Always – Gallery as Big House.,Anthropologica,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141824593&site=ehost-live,"Tweets or posts from the microblogging web site of University of British Columbia, regarding contemporary testimony of community leaders, indigenous visual sovereignty and self-determination are presented.",Sovereignty; Autonomy (Psychology),SocIndex,N/A,,,,,,,,0
47,119,1588,journalArticle,,"Shen, Zheng",How Small Brands Survive the Social Media Firestorm Through Culture Heritage: A Case Study of Irish Fashion Microblogging,SAGE Open,10.1177/21582440221095024,https://doi-org.ezproxy.lib.utexas.edu/10.1177/21582440221095024,"With the rise of social media, brand communication has undergone tremendous changes. In particular, small brands have been affected severely. Given this, this study investigated strategies for how small brands can survive in the digital age using a case study of Louise Kennedy, a representative Irish fashion designer brand. After examining a total of 2,899 tweets, the study finds a strategic mechanism for heritage branding on social media, and confirms the important role of cultural heritage in the success of small brands. As a result, the study extends prior studies on heritage branding to fashion marketing on social media. Also, it provides actionable insights for small brands to survive the social media firestorm.",,SAGE,N/A,,,,,,,,0
48,121,2000,journalArticle,2020.0,"Venema, Rebecca",How to Govern Visibility?: Legitimizations and Contestations of Visual Data Practices after the 2017 G20 Summit in Hamburg.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=148635554&site=ehost-live,"Technological changes shift how visibility can be established, governed, and used. Ubiquitous visual technologies, the possibility to distribute and use images from heterogeneous sources across different social contexts and publics, and increasingly powerful facial recognition tools afford new avenues for law enforcement. Concurrently, these changes also trigger fundamental concerns about privacy violations and all-encompassing surveillance. Using the example of police investigations after the 2017 G20 summit in Hamburg, the present article provides insights into how different actors in the political and public realm in Germany deal with these potentials and tensions in handling visual data. Based on a qualitative content analysis of newspaper articles (n=42), tweets (n=267), experts’ reports (n=3), and minutes of parliamentary debates and committee hearings (n=8), this study examines how visual data were collected, analyzed, and published and how different actors legitimated and contested these practices. The findings show that combined state, corporate, and privately produced visual data and the use of facial recognition tools allowed the police to cover and track public life in large parts of the inner city of Hamburg during the summit days. Police authorities characterized visual data and algorithmic tools as objective, trustworthy, and indispensable evidence-providing tools but black-boxed the heterogeneity of sources, the analytical steps, and their potential implications. Critics, in turn, expressed concerns about infringements of civic rights, the trustworthiness of police authorities, and the extensive police surveillance capacities. Based on these findings, this article discusses three topics that remained blind spots in the debates but merit further attention in discussions on norms for visual data management and for governing visibility: (1) collective responsibilities in visibility management, (2) trust in visual data and facial recognition technologies, and (3) social consequences of encompassing visual data collection and registered faceprints. [ABSTRACT FROM AUTHOR]",Social impact; Biometric identification; Data collection platforms; Hamburg (Germany); Human facial recognition software; Inner cities; Police surveillance; Political rights; Visibility,SocIndex,N/A,,,,,,,,0
49,122,1532,journalArticle,2023.0,"Matuszewski, Paweł","How to prepare data for the automatic classification of politically related beliefs expressed on Twitter? The consequences of researchers' decisions on the number of coders, the algorithm learning procedure, and the pre-processing steps on the performance of supervised models",Quality & Quantity,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161607110&site=ehost-live,"Due to the recent advances in natural language processing, social scientists use automatic text classification methods more and more frequently. The article raises the question about how researchers' subjective decisions affect the performance of supervised deep learning models. The aim is to deliver practical advice for researchers concerning: (1) whether it is more efficient to monitor coders' work to ensure a high quality training dataset or have every document coded once and obtain a larger dataset instead; (2) whether lemmatisation improves model performance; (3) if it is better to apply passive learning or active learning approaches; and (4) if the answers are dependent on the models' classification tasks. The models were trained to detect if a tweet is about current affairs or political issues, the tweet's subject matter and the tweet author's stance on this. The study uses a sample of 200,000 manually coded tweets published by Polish political opinion leaders in 2019. The consequences of decisions under different conditions were checked by simulating 52,800 results using the fastText algorithm (DV: F1-score). Linear regression analysis suggests that the researchers' choices not only strongly affect model performance but may also lead, in the worst-case scenario, to a waste of funds. [ABSTRACT FROM AUTHOR]",Big data; Content analysis; Natural language processing; Machine learning; Trend setters; Deep learning; Social scientists; Supervised learning; Automatic classification; Text classification,SocIndex,N/A,,,,,,,,0
50,124,1300,journalArticle,2017.0,"Leinen, Shannon M.","""I'll Drink To That (And Post It On Twitter)!: A Case-Study of Small Business Product Placement in Social Networking Marketing Plans.",National Social Science Journal,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=122001408&site=ehost-live,"Product placement within social media marketing is growing. Research has shown that this mentality has revealed a need for marketers to be strategic in how they advertise which has recently included more product placement advertising (Pompper & Yih-Farn, 2008). Many researchers are finding that social media product placement marketing is happening intentionally and unintentionally, and that it is having effects on purchasing choices social norms (Messer, Shoe, Canady, Sheppard, & Vincus, 2011; Mccreanor, Lyons, Griffin, Goodwin, Moewaka Barnes, & Hutton, 2013). Small businesses and big box stores may need to compete for strategic web-space. This paper uses a case-study to examine the phenomena of product placement in hopes of producing suggestions for small businesses practices. Results reveal that small business should consider modifying large, already designed, social media marketing strategies for their own use. [ABSTRACT FROM AUTHOR]",Social media; Business models; Strategic planning; Product placement; Small business,SocIndex,N/A,,,,,,,,0
51,126,246,journalArticle,,"Trusolino, Madison",“I wanna kill my rapist”: Margaret Cho’s #12DaysofRage campaign as promotional digital activism,Communication and the Public,10.1177/20570473221111200,https://doi-org.ezproxy.lib.utexas.edu/10.1177/20570473221111200,"On November 1, 2015, comedian Margaret Cho announced a two-part campaign inspired by her history as a sexual-abuse survivor, to promote her new music video “I Wanna Kill My Rapist”. This included the creation of the hashtag #12DaysofRage. In this article, I explore how Cho used her status as a celebrity to circulate #12DaysofRage which acted as a discursive intervention in rape culture. I used content analysis and thematic analysis to identify themes in the archive of 2401 tweets I collected. I also performed a feminist discourse analysis on both the tweets and news coverage of the campaign to situate the hashtag within its historical, social, and political context. I argue that Cho performed what I call “promotional activism”, a subsection of celebrity activism where a celebrity promotes a cause as part of the promotion of a particular project or product. Cho’s choice to centre herself in the campaign made it impossible to separate Cho from the hashtag, preventing #12DaysofRage from greater viral potential, but still acting as a resonant, but ephemeral, gathering point for survivor-focused advocacy.",,SAGE,N/A,,,,,,,,0
52,127,1311,journalArticle,2022.0,"Salter, Leon A.",#IamMetiria: A qualitative case study of agonistic welfare policy debates on Twitter.,New Media & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158177710&site=ehost-live,"#IAmMetiria began on Twitter in July 2017, after a speech by New Zealand Green Party co-leader, Metiria Turei, challenging political consensus on welfare policy. Turei confessed she lied to authorities in the 1990s, prompting a flood of supportive posts. Soon after, right-wing oppositional tweets were posted (n = 288) contesting the arguments of Turei and her supporters, and left-wing responses to those arguments (n = 214). Drawing on Mouffe's dissensual model, this article undertakes a close, qualitative analysis of those 502 tweets, in order to move towards a method for empirically distinguishing between antagonistic and agonistic tweets, identifying the latter as putting forward arguments which can be identified by the researcher and potentially engaged with by ideologically opposed adversaries. The results show a majority of the tweets were agonistic, with implications for the future study of social media policy debates and for the online practices of scholars. [ABSTRACT FROM AUTHOR]",Social media; Twitter Inc.; Twitter; Qualitative research; social media; Agonism; debate; democracy; Green movement; Laclau; Mass media policy; Mouffe; Public welfare policy; welfare policy,SocIndex,N/A,,,,,,,,0
53,128,538,bookSection,2017.0,"Fawole, OA; Osho, OA; Wright, MF",Influence of Social Media on Dating Relationships of Emerging Adults in Nigerian Universities: Social Media and Dating in Nigeria,"IDENTITY, SEXUALITY, AND RELATIONSHIPS AMONG EMERGING ADULTS IN THE DIGITAL AGE",,,"Social media play important roles in creating a person's sense of reality, recreating face-to-face interactions on the web by allowing people to interact either publicly of privately. Social networking sites helps in maintaining relationship with individuals who may not be closer to one; used to express romantic relationships through profile pictures or posts on social networking sites like Facebook, Twitter, Uber Social etc. This chapter focused on the influence of Facebook on communication between emerging adults in dating relationships. A total of seventy-seven participants comprising students from the University of Lagos, Nigeria aged between 19 and 29 years, took part in different focus group discussions. Data was analyzed using thematic analysis. The results revealed that majority of the dating couples spent long hours on Facebook daily and they did not feel comfortable with the hours spent on Facebook by their partner chatting with friends on a regular basis.",JEALOUSY,WOS,N/A,,,,,,,,0
54,129,826,journalArticle,2022.0,"Jaramillo-Dent, Daniela","Instagram: visual social media cultures: by Tama Leaver, Tim Highfield and Crystal Abidin, Medford, MA: Polity Press, 2020, 264 pp., $22.95 (paperback), ISBN: 978-1-5095-3438-8.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158078458&site=ehost-live,"Understanding the ways in which social media platforms promote and constrain creative, representational, and ideological practices is not an easy task, especially while delving into their complexities and everchanging nature. Also, the authors broaden the reach of the book through an invitation for readers to follow Twitter and Instagram profiles devoted to expanding and updating the most current theoretical and empirical debates revolving around Instagram. The second chapter relates to the aesthetics promoted by Instagram, where the authors dig into the different explorations of the visual and multimodal sensemaking needed to understand the complex and layered nature of Instagram. [Extracted from the article]",Social media; Virtual communities; Political systems; Crystals; Instagram: Visual Social Media Cultures (Book); Medford (Or.); Physiological adaptation; Scientific method,SocIndex,N/A,,,,,,,,0
