,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Misinformation or Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
393,journalArticle,2022.0,"Statham, S; Ringrow, H",Wrap our arms around them here in Ireland': Social media campaigns in the Irish abortion referendum,DISCOURSE & SOCIETY,10.1177/09579265221088132,,"The 8th Amendment to the Irish Constitution, which codified a near-absolute ban on abortion in Ireland, was ratified in 1983 and removed after a high profile campaign to 'Repeal the 8th' in 2018. This article analyses the language of the pro-choice group Together for Yes and the anti-choice groups Love Both and Pro-Life Ireland that campaigned to 'Save the 8th'. We combine an application of the Appraisal framework with an account of conceptual metaphor in a Critical Discourse Analysis of the language of both campaigns on the social network platform Twitter. Both sides of the 'Repeal Referendum' strategically utilised language across a wide range of semiotic modes. This article assesses the specific role of social media language in the Irish abortion referendum and connects these strategies to the wider campaign tactics of both sides.",social media; DISCOURSE; metaphor; 8th Amendment; abortion; appraisal; METAPHOR,WOS,2,,,,,,,
394,journalArticle,2022.0,"Fryer, DL",#AllCatsAreBeautiful: Ambient affiliation and the visual-verbal representation and appreciation of cats in online subversive discourses,DISCOURSE & SOCIETY,10.1177/09579265211048727,,"This paper investigates the topics and affiliations associated with the hashtag #AllCatsAreBeautiful on the social media platform Twitter. Drawing on concepts from social semiotics (systemic functional theory) and critical animal studies, the paper identifies a number of potentially overlapping topics or fields, including anti-policing, the commodification of nonhuman animals, gender and sexism, and body image or body-shaming, as well as a more general positive appreciation or admiration of cats. The paper discusses how people position themselves in relation to those topics, through patterns of ideational and attitudinal meanings, and how cats are represented and appreciated visually, verbally and intersemiotically. Cats, in this context, play an important role in struggles for social justice, symbolizing freedom and resistance as well as love and solidarity. #AllCatsAreBeautiful highlights topics or spaces around which bonds can be made and communities of shared values or interests can be co-constructed.",hashtags; social media; social justice; Ambient affiliation; bonding; cats,WOS,1,,,,,,,
395,journalArticle,2022.0,"Wodak, R",Shameless normalization as a result of media control: The case of Austria,DISCOURSE & SOCIETY,10.1177/09579265221095419,,"Far-right populist parties instrumentalize the media and intervene into processes of mediatization in significantly different ways, depending on socio-political contexts, their position of power, their role in government or opposition and - related to the latter - their specific access to media. In this paper, I focus on one of the many ways propagandistic tools are employed to control the relevant agenda and information being disseminated by both traditional media and online, in other words 'message control'. Message control illustrates one of many steps of normalization of far-right agenda. The concept of 'message control' emerged from the specific propaganda tool developed by the former Austrian Chancellor Sebastian Kurz and his followers and implies launching and thus controlling select information via weekly press conferences, briefings, personal conversations, back-ground conversations (Hintergrundgesprache), and text messages, and to financially subsidize only those media that reported favorably about the activities of Kurz's government. Thus, a new media logic based on favoritism, nepotism, and clientelism was established and normalized. This stands in contrast to Trumpism, which delegitimized all investigative journalism without explicitly attempting to control it. Former US President Donald Trump constitutes rather a prime example of Lowenthal and Guterman', as he instrumentalized far-right and extreme-right media channels (such as Breitbart or Fox News) and extensively used Twitter to spread systematic disinformation.",POLITICS; POPULISM; Argumentation; propaganda; press freedom; 'arrogance of ignorance'; discourse-historical approach; message control; orchestration; scape-goating; shameless normalization; DISCOURSES; Trumpism Orbanism,WOS,6,,,,,,,
396,journalArticle,2018.0,"Hogan, Anna",# tellPearson: the activist ‘public education’ network.,Discourse: Studies in the Cultural Politics of Education,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=129037960&site=ehost-live,"This paper investigates the contemporary nature of education activism in the context of the Global Education Industry (GEI). Theorising around contentious politics, the activist teaching profession, and notions of ‘connective’ action, suggests that educational activists are now using social media to oppose the increasing commercialisation of education. This paper focuses on the ‘#tellPearson’ campaign to explore how Twitter was leveraged as a social space to promote a campaign against the activities of Pearson plc. Analysis of this Twitter network shows how new social structures are being used to frame issues, mobilise resources and promote stakeholder action. While it is difficult to offer definitive conclusions about the success of this campaign, it is possible to reflect on the strategies now being used to hold those in positions of power and influence in the GEI to account. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; connective action; activism; contentious politics; Commercialization; Education advocacy; Education commercialisation; Education marketing; global education industry; Global studies; Pearson; Pearson PLC,SocIndex,18,,,,,,,
397,journalArticle,2020.0,"Hauge, Chelsey",Girl with a voice: Bana Alabed's digital engagement and democratic practice.,Discourse: Studies in the Cultural Politics of Education,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=145700049&site=ehost-live,"This article addresses how one girl uses social media to document her experience of the Syrian war. She contends that making sense of her networked media participation through the frame of democratic practice offers a way of understanding youth culture that moves beyond narratives of agency. Drawing on Sarah Ahmed's recent work, I consider the sticky quality of Bana Alabed's twitter posts, arguing that she is both Bana Alabed the embodied girl, and Bana Alabed the cultural construction as filtered through and made sticky by her girlhood. I address the contemporary climate surrounding media, girlhood, and difference in order to argue that Bana's writing – both on Twitter and in her book, Dear World – constitute what Muñoz or Ranciere might call democratic practice. [ABSTRACT FROM AUTHOR]",Social media; social media; difference; Girlhood; Girls; otherness; Youth culture,SocIndex,0,,,,,,,
398,journalArticle,2022.0,"Arcila-Calderón, Carlos; Sánchez-Holgado, Patricia; Quintana-Moreno, Cristina; Amores, Javier-J.; Blanco-Herrero, David",Hate speech and social acceptance of migrants in Europe: Analysis of tweets with geolocation.,Discurso de odio y aceptación social hacia migrantes en Europa: Análisis de tuits con geolocalización.,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=156639333&site=ehost-live,"Hate speech against vulnerable groups is acknowledged as a serious problem for integration and respect for the social diversity existing within the territory of the European Union. The growth of this type of discourse has been supported by the expansion of social media, which have been proven to act as a mechanism for the propagation of crimes against targets such as migrants and refugees, one of the main affected groups. That is why we have conducted the first European study of the social acceptance of migrants and refugees by studying the presence of hate speech. The research is based on the perspective of the theories of intergroup contact and mediated intergroup contact. The methodology includes large-scale longitudinal analysis (2015-2020) of online hate speech on Twitter (N=847,978) and its contrast with existing official indicators. The results suggest that personal intergroup contact is positively corretaled with the support of the local population towards migrants and refugees but mediated intergroup contact is not correlated with hate speech on Twitter. We found evidence that those regions where the support for foreigners was higher, there was a lower level of hate speech on Twitter. This is an advance in the study of hate speech by territories and can help in the formulation of action strategies. (English) [ABSTRACT FROM AUTHOR]",Immigrants; Twitter; Europe; Hate speech; big data; Wireless geolocation systems; hate speech; refugees; actitud; attitude; discurso del odio; Inmigración; Inmigration; refugiados; Social acceptance,SocIndex,16,,,,,,,
399,journalArticle,2009.0,"MOROZOV, EVGENY","Iran: Downside to the ""Twitter Revolution"".",Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=44211928&site=ehost-live,"In this article the author discusses the protest movement and the street demonstrations that took place in Iran following the 2009 election that returned president Mahmoud Ahmediniejad to office. The article focuses on the role played by Twitter, an Internet social networking web site, in bringing news of the dissent to the outside world. The author addresses a number of topics surrounding this issue including the misinformation that can result from such communication, the loss of privacy in Internet use and the pitfalls of online political activism.","Social networks; Twitter Inc.; Protest movements; Iran; Ahmadinejad, Mahmoud, 1956-; Iranian politics & government, 1997-",SocIndex,-,,,,,,,
400,journalArticle,2021.0,K-Sue Park,Whose Free Speech?,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=152700817&site=ehost-live,"The article presents the discussion on state-focusing description of threats to speech including Twitter, Facebook, Instagram, Snapchat, Twitch, and YouTube along with various platforms supporting online payments.",Speech; Payment; YouTube (Web resource),SocIndex,-,,,,,,,
401,journalArticle,2020.0,"Epp, Julian",#SocialismSucks: Trump's TikTok Teens.,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142530662&site=ehost-live,"The article discusses the pro-Bernie post was made on TikTok where the short-form video app has quickly become just as popular as Facebook and Twitter among younger people. Topics include congress to chapters of Young Democratic Socialists of America to voice their political opinions; the wake of Barack Obama's success with younger voters; and every viral TikTok praising socialism, with a name like @GenZPatriot creating Donald Trump's face in popular videogame Minecraft while applauding his decision to say ""Merry Christmas.""","Social media; Political attitudes; Trump, Donald, 1946-; Videos; Democratic Socialists of America; TikTok (Web resource)",SocIndex,3,,,,,,,
402,journalArticle,2017.0,"Malmgren, Evan",Don't Feed the Trolls.,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=122029174&site=ehost-live,"The article focuses on the politics and government in the U.S. and alt-right base, an ananonymous army of trolls or internet racists. Topics discussed include the alt-right base and its support to the campaign of President Donald Trump, the rejected nomination of Jeff Sessions due to a history of racism in 1986, and the tweets of media personality Milo Yiannopoulos about racist harassment. Other topics include bright-eyed fascist Richard Spencer, American nationalism, and inauguration ceremony of Trump.","Racism; Alt-Right (Political science); Trump, Donald, 1946-; United States politics & government, 2017-2021; American nationalism; Racial harassment; Sessions, Jeff, 1946-; Spencer, Richard B., 1978-; Yiannopoulos, Milo, 1984-",SocIndex,-,,,,,,,
403,journalArticle,2020.0,"Shenk, Timothy",Old Millennial Yells at Cloud.,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141303328&site=ehost-live,"In this article author talks about the role of internet and social media in politics. It mentions how to use online powers for good; role of Twitter in presidency of Donald Trump in the U.S.; and campaigning of Alexandria Ocasio-Cortez, U.S. Representative & Democratic Party candidate, that comes with social media stardom. Also mentions about retweeting of post of American columnist Jennifer Rubin.","Twitter (Web resource); Political campaigns; Social media & politics; Trump, Donald, 1946-; Ocasio-Cortez, Alexandria, 1989-; Rubin, Jennifer",SocIndex,-,,,,,,,
404,journalArticle,2017.0,"Lee, Raymond L. M.","Do online crowds really exist? Proximity, connectivity and collectivity.",Distinktion: Journal of Social Theory,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=123075081&site=ehost-live,"The concept of online crowds reflects a shift in crowd semantics occasioned by the spread of digital media. It poses an alternative to the classical notion of crowd by addressing gatherings in digital rather than physical space. Researching online crowds assumes individual participation to be additive as inferred from tweets grouped around hashtags in microblogging. However, tweets may be understood as a type of inter-textual communication rather than spontaneous displays of emotion. It suggests that online gatherings inferred from these displays do not necessarily reflect the transformation of digital connectivity into crowds. Instead, digitally connected individuals assert their individuality to become members of a swarm. Compared with networks and multitudes, swarms do not separate the parts from the whole to imply a type of collectivism that subsists on the contradiction of the individualized whole. Online crowds are, therefore, not crowds per se but an instance of swarming where digital connectivity provides rationalized conditions for individual thoughts, feelings and actions to be grouped into convergent activities resembling self-organization without central control. [ABSTRACT FROM AUTHOR]",Microblogs; Digital media; online; digital; network; connectivity; Collectivism; crowd; Digital sociology; individualism; Military science; multitude; proximity; swarming; Swarming (Military science),SocIndex,12,,,,,,,
405,journalArticle,2019.0,"Gupta, Himanshu; Lam, Tina; Pettigrew, Simone; Tait, Robert J.",A cross-national comparison of the Twitter feeds of popular alcohol brands in India and Australia.,"Drugs: Education, Prevention & Policy",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=134784793&site=ehost-live,"Aims: To evaluate (i) the types of techniques alcohol marketers utilise to facilitate user engagement with content on leading Indian and Australian Twitter alcohol brand pages and (ii) the extent to which users engage with this content in two diverse national contexts. Methods: The 10 alcohol brands per country with the greatest Twitter presence were identified based on the number of 'followers'. Number of tweets, photos, and videos were collected and the type of content noted for each brand between 1 January 2016 and 29 February 2016. The data were analysed via an inductive coding approach using NVivo10. Results: In total, the brands had accumulated up to 150,386 followers (Indian: 110,032; Australian: 40,354). The techniques utilised were a mix of those that differed by country (e.g. India: sexually suggestive content versus Australia: posts related to the brand's tradition or heritage) and generic approaches (e.g. alcohol sponsorship of sport, music, and fashion; offering consumption suggestions; organising competitions; giveaways; and use of memes). Conclusions: The flexibility of Twitter, which complements traditional marketing, allows brands to adapt and deliver their online alcohol content in specific national contexts and to capitalise on the cultural meanings users invoke in their interactions with the brands. [ABSTRACT FROM AUTHOR]",Population geography; Twitter (Web resource); twitter; Data analysis software; Australia; Advertising; Alcohol drinking; social media; Alcohol; Alcohols (Chemical class); India; internet; Manufacturing industries; marketing; Marketing; Music; Signs & symbols; Sports,SocIndex,9,,,,,,,
406,journalArticle,2015.0,"Foster, John; Martin, Colin; Patel, Swatee",The initial measurement structure of the Home Drinking Assessment Scale (HDAS).,"Drugs: Education, Prevention & Policy",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109991604&site=ehost-live,"Aims: To evaluate the initial psychometric properties of a novel Home Drinking Assessment Scale (HDAS). Participants: Five-hundred and twenty-five (58% female) participants recruited from the internet address book of an English University. This also included a sub-sample (6%) recruited from Twitter and Facebook contacts. Design and methods: Internet-based survey analysed using a two-stage factor analysis protocol and internal consistency (IC) assessment. Findings: A power calculation was made on the basis of pilot data and this established that 317 interviewees were required to test the reliability of the HDAS. The items comprising the HDAS were found to offer the best fit to data when they comprised two-subscales: (1) emotional reasons for home drinking (5-items) and (2) practical reasons for home drinking (3-items). Subscale 1 was also found to have acceptable IC whereas subscale 2 exhibited sub-optimal IC characteristics. Conclusions: This initial study indicates that the HDAS has promise as a measure of the individuals' rationale for home drinking. Subscale 1, may usefully be used in future research whereas the IC characteristics of subscale 2 suggests that further development is required, including the evaluation of additional items. [ABSTRACT FROM AUTHOR]",Chi-squared test; Data analysis software; Descriptive statistics; Research funding; Alcohol drinking; Alcohol; Research methodology evaluation; Questionnaires; Confidence intervals; Statistical correlation; Drinking behavior; Factor analysis; Pilot projects; alcohol-related harm; behavioural assessment; cognition; home drinking; Home environment; Psychometrics; Research evaluation,SocIndex,4,,,,,,,
